"FID","Property","Area","Status","Name","Old_name","RT_status","r_raster3","ARRIVE_MCP","POINT_X","POINT_Y","IPA","art_nat","Perimeter","Type","Purpose"
1,"Wallal Downs",8.9721,"Current","Irrigation"," "," ",823,0,106190.789,53683.7210000004,0,1,13940,1,"Irrigation"
2,"Nita Downs",6.0236,"Future","Irrigation"," "," ",1497,0,241890.94,162534.217,0,1,10543,2,"Irrigation"
3,"Shalemar",13.688,"Current","Irrigation"," "," ",1525,0,248099.273,173641.801,0,1,16014,1,"Irrigation"
4,"Shamrock",23.073,"Future","Irrigation"," "," ",1724,0,278294.391,228918.452,0,1,21260,2,"Irrigation"
5,"Shamrock Gardens",3.1233,"Current","Irrigation"," "," ",1747,0,272579.784,221146.177,0,1,7706,1,"Irrigation"
6,"Pardoo",0.809,"Current","Irrigation","","",533,0,32518.9640000002,29699.8320000004,0,1,4510,1,"Irrigation"
7,"Anna Plains",0,"Tank","McPhee Well"," "," ",1495,0,227871.042,161481.777,0,1,0,1,"Artificial"
8,"Anna Plains",0,"Tank","Almos Bore"," "," ",1496,0,233839.484,162548.01,0,1,0,1,"Artificial"
9,"Anna Plains",0,"Tank","Calanjadie Well"," "," ",1468,0,229745.432,157634.112,0,1,0,1,"Artificial"
10,"Anna Plains",0,"Tank","Nummery Well"," "," ",1413,0,228510.248,150735.173,0,1,0,1,"Artificial"
11,"Anna Plains",0,"Tank","Bauhinia Bore"," "," ",1385,0,233286.813,148303.323,0,1,0,1,"Artificial"
12,"Anna Plains",0,"Tank","Cardingy Bore"," "," ",1383,0,226374.292,145067.91,0,1,0,1,"Artificial"
13,"Anna Plains",0,"Tank","No 4 Bore"," "," ",1385,0,237659.655,145875.823,0,1,0,1,"Artificial"
14,"Anna Plains",0,"Tank","Homestead Bore"," "," ",1383,0,225277.473,142402.292,0,1,0,1,"Artificial"
15,"Anna Plains",0,"Tank","Pindan Bore"," "," ",1355,0,231651.081,141799.431,0,1,0,1,"Artificial"
16,"Anna Plains",0,"Tank","Yellow Gap Well"," "," ",1355,0,228775.002,138388.14,0,1,0,1,"Artificial"
17,"Anna Plains",0,"Bore","Artesian Bore"," "," ",1355,0,228209.43,142320.411,0,1,0,1,"Artificial"
18,"Anna Plains",0,"Tank","Rachel Poly"," "," ",1354,0,224559.678,136341.076,0,1,0,1,"Artificial"
19,"Anna Plains",0,"Tank","Pinchers Poly"," "," ",1323,0,220949.545,134171.203,0,1,0,1,"Artificial"
20,"Anna Plains",0,"Tank","Helen Poly"," "," ",1353,0,218535.909,138055.264,0,1,0,1,"Artificial"
21,"Anna Plains",0,"Tank","Dusty Poly"," "," ",1323,0,217763.422,134163.124,0,1,0,1,"Artificial"
22,"Anna Plains",0,"Tank","Bevan Fibreglass"," "," ",1321,0,213971.113,133438.894,0,1,0,1,"Artificial"
23,"Anna Plains",0,"Tank","Poly Tank"," "," ",1325,0,233739.352,133592.412,0,1,0,1,"Artificial"
24,"Anna Plains",0,"Tank","Poly Tank"," "," ",1324,0,227200.616,130657.73,0,1,0,1,"Artificial"
25,"Anna Plains",0,"Bore","Mono Bore"," "," ",1293,0,223289.43,129949.471,0,1,0,1,"Artificial"
26,"Anna Plains",0,"Tank","Erinbee Tank"," "," ",1292,0,221801.882,128724.065,0,1,0,1,"Artificial"
27,"Anna Plains",0,"Tank","Top Tank"," "," ",1323,0,220782.224,132124.391,0,1,0,1,"Artificial"
28,"Anna Plains",0,"Tank","2 Mile Tank"," "," ",1323,0,218981.892,131303.988,0,1,0,1,"Artificial"
29,"Anna Plains",0,"Dam","Ian Turkey Nest"," "," ",1321,0,216551.129,130877.239,0,1,0,2,"Artificial"
30,"Anna Plains",0,"Dam","Yup Turkey Nest"," "," ",1290,0,213503.834,128222.723,0,1,0,2,"Artificial"
31,"Anna Plains",0,"Tank","Curly Bore"," "," ",1260,0,222014.798,124124.216,0,1,0,1,"Artificial"
32,"Anna Plains",0,"Tank","Blues Poly"," "," ",1290,0,217437.413,125696.487,0,1,0,1,"Artificial"
33,"Anna Plains",0,"Dam","Dundee Turkey Nest"," "," ",1290,0,212332.755,125683.322,0,1,0,2,"Artificial"
34,"Anna Plains",0,"Tank","Three Ways Bore"," "," ",1293,0,226270.73,125668.532,0,1,0,1,"Artificial"
35,"Anna Plains",0,"Bore","Nurdy Bore"," "," ",1258,0,216641.12,119611.651,0,1,0,1,"Artificial"
36,"Anna Plains",0,"Dam","Nurdy Turkey Nest"," "," ",1258,0,216340.946,119478.905,0,1,0,2,"Artificial"
37,"Anna Plains",0,"Tank","Nurdy Poly"," "," ",1258,0,214759.048,120616.488,0,1,0,1,"Artificial"
38,"Anna Plains",0,"Tank","Simone Poly"," "," ",1257,0,211871.22,122672.643,0,1,0,1,"Artificial"
39,"Anna Plains",0,"Bore","Srewarts Bore"," "," ",1225,0,214050.967,115505.465,0,1,0,1,"Artificial"
40,"Anna Plains",0,"Tank","Stewarts Poly"," "," ",1224,0,212554.138,116939.172,0,1,0,1,"Artificial"
41,"Anna Plains",0,"Dam","Stewarts Turkey Nest"," "," ",1257,0,209727.04,119290.506,0,1,0,2,"Artificial"
42,"Anna Plains",0,"Tank","No 1 Tank"," "," ",1256,0,206783.334,121975.995,0,1,0,1,"Artificial"
43,"Anna Plains",0,"Bore","Dallas Bore"," "," ",1224,0,212861.729,114354.85,0,1,0,1,"Artificial"
44,"Anna Plains",0,"Tank","Concrete Tank"," "," ",1225,0,214083.36,115802.024,0,1,0,1,"Artificial"
45,"Anna Plains",0,"Tank","Jo Poly"," "," ",1224,0,210717.139,114113.803,0,1,0,1,"Artificial"
46,"Anna Plains",0,"Dam","Addison Turkey Nest"," "," ",1223,0,207458.512,115979.024,0,1,0,2,"Artificial"
47,"Anna Plains",0,"Dam","Ocean Turkey Nest"," "," ",1256,0,203966.951,117979.879,0,1,0,2,"Artificial"
48,"Anna Plains",0,"Bore","Joseph Bore"," "," ",1225,0,216222.556,114011.073,0,1,0,1,"Artificial"
49,"Anna Plains",0,"Bore","Widjub Bore"," "," ",1224,0,211426.06,111876.656,0,1,0,1,"Artificial"
50,"Anna Plains",0,"Tank","Widjub Poly"," "," ",1224,0,211012.724,112046.436,0,1,0,1,"Artificial"
51,"Anna Plains",0,"Dam","Deans Turkey Nest"," "," ",1223,0,206866.649,111743.821,0,1,0,2,"Artificial"
52,"Anna Plains",0,"Dam","Jacks Turkey Nest"," "," ",1223,0,203424.558,113638.564,0,1,0,2,"Artificial"
53,"Anna Plains",0,"Tank","Phoebe Poly"," "," ",1222,0,200265.523,115194.64,0,1,0,1,"Artificial"
54,"Anna Plains",0,"Bore","Rocky Bore 1"," "," ",1190,0,209836.775,105773.174,0,1,0,1,"Artificial"
55,"Anna Plains",0,"Tank","Links Concrete Tank"," "," ",1190,0,209751.088,106252.86,0,1,0,1,"Artificial"
56,"Anna Plains",0,"Dam","Butch Turkey Nest"," "," ",1223,0,202641.969,110969.358,0,1,0,2,"Artificial"
57,"Anna Plains",0,"Dam","Tim Turkey Nest"," "," ",1189,0,205417.66,108044.335,0,1,0,2,"Artificial"
58,"Anna Plains",0,"Bore","Rockys Bore 2"," "," ",1154,0,209955.114,105279.496,0,1,0,1,"Artificial"
59,"Anna Plains",0,"Tank","Rocky Fibreglass Tank"," "," ",1153,0,205719.45,104314.07,0,1,0,1,"Artificial"
60,"Anna Plains",0,"Tank","Fly Fibreglass Tank"," "," ",1153,0,203970.013,104989.952,0,1,0,1,"Artificial"
61,"Anna Plains",0,"Dam","Marks Turkey Nest"," "," ",1189,0,203162.902,105769.299,0,1,0,2,"Artificial"
62,"Anna Plains",0,"Dam","Samphire Turkey Nest"," "," ",1188,0,199632.687,107129.281,0,1,0,2,"Artificial"
63,"Anna Plains",0,"Bore","McGoo Bore"," "," ",1153,0,207898.883,101334.317,0,1,0,1,"Artificial"
64,"Anna Plains",0,"Tank","Richard Poly"," "," ",1152,0,199879.888,101801.306,0,1,0,1,"Artificial"
65,"Anna Plains",0,"Tank","Eva Poly"," "," ",1187,0,197166.255,104866.797,0,1,0,1,"Artificial"
66,"Anna Plains",0,"Tank","Judith Poly"," "," ",1151,0,194758.627,102744.994,0,1,0,1,"Artificial"
67,"Anna Plains",0,"Bore","MRD Bore"," "," ",1116,0,208612.93,97446.7290000003,0,1,0,1,"Artificial"
68,"Anna Plains",0,"Tank","Scotland Fibreglass Tank"," "," ",1116,0,207089.604,98604.8370000003,0,1,0,1,"Artificial"
69,"Anna Plains",0,"Tank","England Fibreglass Tank"," "," ",1115,0,202231.997,98490.8660000004,0,1,0,1,"Artificial"
70,"Anna Plains",0,"Tank","Wales Fibreglass Tank"," "," ",1115,0,198811.028,97804.2710000002,0,1,0,1,"Artificial"
71,"Anna Plains",0,"Dam","James Turkey Nest"," "," ",1076,0,202819.312,91797.4730000002,0,1,0,2,"Artificial"
72,"Anna Plains",0,"Bore","Wotans Bore"," "," ",1033,0,193643.092,83849.5920000002,0,1,0,1,"Artificial"
73,"Anna Plains",0,"Tank","Wotans Fibreglass Tank"," "," ",1032,0,192853.359,84429.2940000002,0,1,0,1,"Artificial"
74,"Anna Plains",0,"Dam","Fays Turkey Nest"," "," ",1074,0,192764.099,90904.514,0,1,0,2,"Artificial"
75,"Anna Plains",0,"Dam","Ooks Turkey Nest"," "," ",1113,0,190324.652,94267.446,0,1,0,2,"Artificial"
76,"Anna Plains",0,"Tank","Brians Poly"," "," ",1113,0,189722.619,97264.5470000003,0,1,0,1,"Artificial"
77,"Anna Plains",0,"Tank","Phire Bore"," "," ",1357,0,239689.629,140686.797,0,1,0,1,"Artificial"
78,"Anna Plains",0,"Tank","White Gum Bore"," "," ",1326,0,238645.187,132112.143,0,1,0,1,"Artificial"
79,"Anna Plains",0,"Tank","Milly Milly Bore"," "," ",1295,0,235675.166,128341.078,0,1,0,1,"Artificial"
80,"Anna Plains",0,"Tank","Walnut Bore"," "," ",1263,0,239591.693,122349.754,0,1,0,1,"Artificial"
81,"Anna Plains",0,"Tank","Baker Bore"," "," ",1261,0,228739.299,122924.252,0,1,0,1,"Artificial"
82,"Anna Plains",0,"Dam","Bakers Dam"," "," ",1262,0,230146.23,119583.472,0,1,0,2,"Artificial"
83,"Anna Plains",0,"Tank","Bull Head Bore"," "," ",1228,0,224700.606,117131.525,0,1,0,1,"Artificial"
84,"Anna Plains",0,"Tank","Wild Dog Bore"," "," ",1227,0,220640.863,112416.259,0,1,0,1,"Artificial"
85,"Anna Plains",0,"Dam","Bruce Dam"," "," ",1194,0,229487.506,109483.848,0,1,0,2,"Artificial"
86,"Anna Plains",0,"Tank","Camel Bore"," "," ",1118,0,219325.892,99082.051,0,1,0,1,"Artificial"
87,"Anna Plains",0,"Dam","Bob's Bore"," "," ",1121,0,228955.096,99465.2090000003,0,1,0,2,"Artificial"
88,"Anna Plains",0,"Tank","Rosewood Bore"," "," ",1154,0,212474.419,101896.454,0,1,0,1,"Artificial"
89,"Anna Plains",0,"Tank","Emu Bore"," "," ",1117,0,212084.72,96427.6090000002,0,1,0,1,"Artificial"
90,"Anna Plains",0,"Bore","Roscoe Bore"," "," ",1078,0,210552.556,92038.338,0,1,0,1,"Artificial"
91,"Anna Plains",0,"Tank","Combo Poly"," "," ",1077,0,208495.944,91853.2410000004,0,1,0,1,"Artificial"
92,"Anna Plains",0,"Tank","Kalgoorlie Fibreglass"," "," ",1077,0,206867.91,90152.966,0,1,0,1,"Artificial"
93,"Anna Plains",0,"Tank","Friday Bore"," "," ",1078,0,214457.696,90615.0110000004,0,1,0,1,"Artificial"
94,"Anna Plains",0,"Tank","Lyngett Bore"," "," ",1082,0,226939.847,92117.4470000002,0,1,0,1,"Artificial"
95,"Anna Plains",0,"Tank","Boulder Bore"," "," ",1033,0,196691.123,81595.2340000002,0,1,0,1,"Artificial"
96,"Anna Plains",0,"Tank","Coolgardie Well"," "," ",990,0,202919.437,81180.5550000002,0,1,0,1,"Artificial"
97,"Pardoo",0," ","Pardoo Caravan Park and Homestead","Dwelling"," ",534,0,35480.0970000001,29997.8910000003,0,1,0,1,"Dwelling"
98,"Wallal Downs",0," ","Wallal Downs Homestead","Dwelling"," ",979,0,142070.166,76726.906,0,1,0,1,"Dwelling"
99,"Mandora",0," ","Sandfire Roadhouse","Dwelling"," ",1032,0,189153.536,81783.4350000001,0,1,0,1,"Dwelling"
100,"Frazier Downs",0," ","Kalyadajan Community","Dwelling"," ",1522,0,235831.67,166894.069,0,1,0,1,"Dwelling"
101,"Frazier Downs",0," ","Purrpurrngangjal Community","Dwelling"," ",1600,0,237556.493,186422.158,0,1,0,1,"Dwelling"
102,"Frazier Downs",0," ","Frazier Downs Community","Dwelling"," ",1626,0,244481.631,194552.059,0,1,0,1,"Dwelling"
103,"Frazier Downs",0," ","Kalyadajan Community","Dwelling"," ",1655,0,263385.219,201268.557,0,1,0,1,"Dwelling"
104,"Frazier Downs",0," ","Wanamuluyundeny Community","Dwelling"," ",1655,0,262839.372,202171.544,0,1,0,1,"Dwelling"
105,"Frazier Downs",0," ","Rollah Community","Dwelling"," ",1651,0,243289.264,203446.023,0,1,0,1,"Dwelling"
106,"Frazier Downs",0.68," ","La Grange","Dwelling"," ",1676,0,251000.832,207852.504,0,1,0,1,"Dwelling"
107,"Shamrock",0," ","Shamrock Homestead","Dwelling"," ",1747,0,278192.059,224203.172,0,1,0,1,"Dwelling"
108,"Frazier Downs",0," ","Pilingpiling Community","Dwelling"," ",1765,0,255083.68,228061.912,0,1,0,1,"Dwelling"
109,"Frazier Downs",0," ","Nygah Hygah Community","Dwelling"," ",1766,0,264055.963,228774.276,0,1,0,1,"Dwelling"
110,"Frazier Downs",0," ","Yardoogarra Community","Dwelling"," ",1766,0,263683.902,233480.333,0,1,0,1,"Dwelling"
111,"Thangoo",0," ","Barn Hill Caravan Park","Dwelling"," ",1805,0,275593.61,245309.915,0,1,0,1,"Dwelling"
112,"Thangoo",0," ","Eco Beach Resort","Dwelling"," ",1822,0,279556.022,249408.503,0,1,0,1,"Dwelling"
113,"Pardoo",0," ","Pardoo Roadhouse","Dwelling"," ",615,0,60558.1200000001,38381.2380000004,0,1,0,1,"Dwelling"
114," ",0," ","80 Mile Beach Caravan Park","Dwelling"," ",1024,0,145223.225,79716.5420000004,0,1,0,1,"Dwelling"
115,"Mandora",0," ","Mandora Homestead","Dwelling"," ",1027,0,162861.326,82575.7010000004,0,1,0,1,"Dwelling"
116,"Nita Downs",0," ","Nita Downs Homestead","Dwelling"," ",1498,0,243694.71,162573.487,0,1,0,1,"Dwelling"
117,"Thangoo",0," ","Thangoo Homestead 1","Dwelling"," ",1805,0,275552.761,244923.852,0,1,0,1,"Dwelling"
118,"Thangoo",0," ","Thangoo unknown","Dwelling"," ",1823,0,285638.517,252455.826,0,1,0,1,"Dwelling"
119,"Thangoo",0," ","Thangoo unknown","Dwelling"," ",1882,0,307310.868,268387.248,0,1,0,1,"Dwelling"
120,"Thangoo",0," ","Thangoo Homestead 2","Dwelling"," ",1904,0,318056.335,279479.952,0,1,0,1,"Dwelling"
121,"Roebuck Plains",0," ","Roebuck Homestead","Dwelling"," ",1928,1,317358.971,296656.183,0,1,0,1,"Dwelling"
122,"Mandora",0," "," ","WELL"," ",1026,0,159260.08,81843.892,0,1,0,1,"Artificial"
123," ",0," "," ","WELL"," ",1495,0,227872.973,165772.642,0,1,0,1,"Artificial"
124,"Frazier Downs",0," "," ","WELL"," ",1575,0,238099.218,178892.234,1,1,0,1,"Artificial"
125,"Frazier Downs",0," "," ","WELL"," ",1576,0,246059.809,179552.458,1,1,0,1,"Artificial"
126,"Frazier Downs",0," "," ","WELL"," ",1575,0,236228.884,182234.768,0,1,0,1,"Artificial"
127,"Frazier Downs",0," "," ","WELL"," ",1601,0,241150.897,185907.156,1,1,0,1,"Artificial"
128,"Frazier Downs",0," "," ","WELL"," ",1602,0,249374.17,187577.225,0,1,0,1,"Artificial"
129,"Frazier Downs",0," "," ","WELL"," ",1601,0,244421.692,190397.671,0,1,0,1,"Artificial"
130,"Frazier Downs",0," "," ","WELL"," ",1625,0,239661.823,195706.467,0,1,0,1,"Artificial"
131,"Frazier Downs",0," "," ","WELL"," ",1628,0,253717.893,195602.149,0,1,0,1,"Artificial"
132,"Frazier Downs",0," "," ","WELL"," ",1653,0,253543.868,200096.153,0,1,0,1,"Artificial"
133,"Frazier Downs",0," "," ","WELL"," ",1652,0,246366.594,197710.206,0,1,0,1,"Artificial"
134,"Frazier Downs",0," "," ","WELL"," ",1651,0,241830.434,197310.602,0,1,0,1,"Artificial"
135,"Frazier Downs",0," "," ","WELL"," ",1651,0,239881.077,200274.132,0,1,0,1,"Artificial"
136,"Frazier Downs",0," "," ","WELL"," ",1722,0,264138.963,222052.689,0,1,0,1,"Artificial"
137,"Frazier Downs",0," "," ","WELL"," ",1745,0,267211.834,224139.444,0,1,0,1,"Artificial"
138,"Roebuck",0,"Tank"," ","WELL","Tank",1926,1,306485.893,294919.538,0,1,0,1,"Artificial"
139," ",0," "," ","WELL"," ",1990,1,287503.553,321723.457,0,1,0,1,"Artificial"
140," ",0," "," ","WELL"," ",1962,1,289410.114,306552.324,0,1,0,1,"Artificial"
141," ",0," "," ","WELL"," ",325,0,120111.245,16113.2830000003,0,1,0,1,"Artificial"
142," ",0," "," ","WELL"," ",381,0,21097.01,16437.1780000003,0,1,0,1,"Artificial"
143," ",0," "," ","WELL"," ",532,0,23418.0180000002,24658.6660000002,0,1,0,1,"Artificial"
144," ",0," "," ","WELL"," ",753,0,15103.4380000001,39407.9580000001,0,1,0,1,"Artificial"
145," ",0," "," ","WELL"," ",529,2,8759.94400000013,25298.9210000001,0,1,0,1,"Artificial"
146," ",0," "," ","WELL"," ",603,0,4390.446,28026.1490000002,0,1,0,1,"Artificial"
147," ",0," "," ","WELL"," ",603,0,0,29170.9280000003,0,1,0,1,"Artificial"
148," ",0," "," ","WELL"," ",751,0,1377.64100000006,38046.0280000004,0,1,0,1,"Artificial"
149,"Pardoo",0,"Tank"," ","WELL","Tank",755,0,58082.189,45575.0280000004,0,1,0,1,"Artificial"
150,"Pardoo",0,"Tank"," ","WELL","Tank",755,0,57271.0900000001,44579.7460000003,0,1,0,1,"Artificial"
151,"Pardoo",0,"Tank"," ","WELL","Tank",756,0,60497.611,44842.557,0,1,0,1,"Artificial"
152,"Pardoo",0,"Tank"," ","WELL","Tank",757,0,65408.5320000001,46827.574,0,1,0,1,"Artificial"
153,"Pardoo",0,"Tank"," ","WELL","Tank",817,0,69232.1950000001,48271.02,0,1,0,1,"Artificial"
154,"Pardoo",0,"Tank"," ","WELL","Tank",818,0,74722.3860000002,49331.7780000004,0,1,0,1,"Artificial"
155,"Pardoo",0,"Tank"," ","WELL","Tank",818,0,76590.412,48111.2180000003,0,1,0,1,"Artificial"
156,"Pardoo",0,"Tank"," ","WELL","Tank",817,0,72324.5790000001,47421.1170000001,0,1,0,1,"Artificial"
157,"Pardoo",0,"Tank"," ","WELL","Tank",817,0,70762.7780000002,46671.6120000002,0,1,0,1,"Artificial"
158,"Pardoo",0,"Tank"," ","WELL","Tank",817,0,70827.263,45937.8850000002,0,1,0,1,"Artificial"
159,"Pardoo",0,"Tank"," ","WELL","Tank",614,0,54896.2440000002,35095.6570000001,0,1,0,1,"Artificial"
160,"Pardoo",0,"Tank"," ","WELL","Tank",314,0,59052.2550000001,14639.0560000003,0,1,0,1,"Artificial"
161,"Pardoo",0,"Tank"," ","WELL","Tank",464,0,58269.541,21281.7150000003,0,1,0,1,"Artificial"
162,"Mandora",0," "," ","TANK"," ",1073,0,185061.36,91575.6070000003,0,1,0,1,"Artificial"
163,"Mandora",0," "," ","TANK"," ",1071,0,174919.575,87334.1520000002,0,1,0,1,"Artificial"
164,"Mandora",0," "," ","TANK"," ",1031,0,186549.782,85631.0780000002,0,1,0,1,"Artificial"
165,"Mandora",0," "," ","TANK"," ",1026,0,159494.618,81986.8680000002,0,1,0,1,"Artificial"
166,"Mandora",0," "," ","TANK"," ",1031,0,185556.657,83929.219,0,1,0,1,"Artificial"
167,"Mandora",0," "," ","TANK"," ",1070,0,170043.059,84492.5410000002,0,1,0,1,"Artificial"
168,"Mandora",0," "," ","TANK"," ",1072,0,180986.102,88664.2230000002,0,1,0,1,"Artificial"
169,"Nita Downs",0,"Tank"," ","TANK","Dam",1471,0,247129.547,158413.201,0,1,0,1,"Artificial"
170,"Frazier Downs",0," "," ","TANK"," ",1549,0,238522.16,174014.493,0,1,0,1,"Artificial"
171,"Frazier Downs",0," "," ","TANK"," ",1575,0,238828.287,181559.921,1,1,0,1,"Artificial"
172," ",0," "," ","TANK"," ",1600,0,239293.459,186655.247,1,1,0,1,"Artificial"
173,"Frazier Downs",0," "," ","TANK"," ",1626,0,242862.075,192455.963,0,1,0,1,"Artificial"
174,"Frazier Downs",0," "," ","TANK"," ",1626,0,243722.234,195082.357,0,1,0,1,"Artificial"
175,"Frazier Downs",0," "," ","TANK"," ",1652,0,246101.813,197304.466,0,1,0,1,"Artificial"
176,"Frazier Downs",0," "," ","TANK"," ",1676,0,251947.967,208819.708,0,1,0,1,"Artificial"
177,"Frazier Downs",0," "," ","TANK"," ",1722,0,261125.765,217474.152,1,1,0,1,"Artificial"
178,"Frazier Downs",0," "," ","TANK"," ",1549,0,236218.541,173830.541,0,1,0,1,"Artificial"
179,"Thangoo",0,"Tank"," ","TANK","Tank",1871,0,311523.969,264323.538,0,1,0,1,"Artificial"
180,"Thangoo",0,"Tank"," ","TANK","Tank",1893,0,313560.358,276389.245,0,1,0,1,"Artificial"
