"FID","Property","Area","Status","Name","Old_name","RT_status","r_raster3","ARRIVE_MCP","POINT_X","POINT_Y","IPA","art_nat","Perimeter","Type","Purpose"
373," ",0," "," ","WELLEQ"," ",229,0,8589.84700000007,3246.6240000003,0,1,0,1,"Artificial"
374," ",0," "," ","WELLEQ"," ",228,0,4143.50800000015,3128.05200000014,0,1,0,1,"Artificial"
375," ",0," "," ","WELLEQ"," ",303,0,4551.37300000014,3866.3320000004,0,1,0,1,"Artificial"
376," ",0," "," ","WELLEQ"," ",379,2,10300.547,11529.2180000003,0,1,0,1,"Artificial"
377," ",0," "," ","WELLEQ"," ",380,2,14045.2620000001,14555.0130000003,0,1,0,1,"Artificial"
378," ",0," "," ","WELLEQ"," ",378,0,3144.97200000007,13505.1660000002,0,1,0,1,"Artificial"
379," ",0," "," ","WELLEQ"," ",453,0,942.548000000184,18136.3480000002,0,1,0,1,"Artificial"
380," ",0," "," ","WELLEQ"," ",454,2,8061.66700000013,19504.0280000004,0,1,0,1,"Artificial"
381," ",0," "," ","WELLEQ"," ",455,2,14098.3540000001,19965.5210000002,0,1,0,1,"Artificial"
382," ",0," "," ","WELLEQ"," ",531,0,18305.061,25367.8430000003,0,1,0,1,"Artificial"
383," ",0," "," ","WELLEQ"," ",753,0,14302.686,35052.4160000002,0,1,0,1,"Artificial"
384," ",0," "," ","WELLEQ"," ",606,0,15847.4240000001,32072.6160000004,0,1,0,1,"Artificial"
385," ",0," "," ","WELLEQ"," ",605,0,13414.466,31850.96,0,1,0,1,"Artificial"
386," ",0," "," ","WELLEQ"," ",606,0,17087.544,30297.4080000003,0,1,0,1,"Artificial"
387," ",0," "," ","WELLEQ"," ",607,0,20911.2920000001,33478.6430000002,0,1,0,1,"Artificial"
388," ",0," "," ","WELLEQ"," ",607,0,25786.9080000001,32755.608,0,1,0,1,"Artificial"
389," ",0," "," ","WELLEQ"," ",607,0,21135.727,31372.7080000001,0,1,0,1,"Artificial"
390," ",0," "," ","WELLEQ"," ",607,0,23130.3860000002,30591.5290000001,0,1,0,1,"Artificial"
391," ",0," "," ","WELLEQ"," ",528,0,90.4450000000652,24713.1200000001,0,1,0,1,"Artificial"
392," ",0," "," ","WELLEQ"," ",528,0,2105.05700000003,23870.5780000002,0,1,0,1,"Artificial"
393," ",0," "," ","WELLEQ"," ",528,0,3488.85900000017,22160.0060000001,0,1,0,1,"Artificial"
394," ",0," "," ","WELLEQ"," ",530,2,13322.3740000001,25906.469,0,1,0,1,"Artificial"
395," ",0," "," ","WELLEQ"," ",530,2,11413.9750000001,27015.0220000003,0,1,0,1,"Artificial"
396," ",0," "," ","WELLEQ"," ",529,0,5954.58000000007,27553.977,0,1,0,1,"Artificial"
397," ",0," "," ","WELLEQ"," ",603,0,1285.94999999995,30847.804,0,1,0,1,"Artificial"
398," ",0," "," ","WELLEQ"," ",753,0,9913.61700000009,39819.7480000001,0,1,0,1,"Artificial"
399,"Pardoo",0,"Tank"," ","WELLEQ","Tank",234,0,36100.5480000002,4942.93100000033,0,1,0,1,"Artificial"
400," ",0," "," ","WELLEQ"," ",308,0,29737.7150000001,10766.0530000003,0,1,0,1,"Artificial"
401,"Pardoo",0,"Tank"," ","WELLEQ","Tank",308,0,30820.1880000001,9010.81700000027,0,1,0,1,"Artificial"
402,"Pardoo",0,"Tank"," ","WELLEQ","Tank",458,0,30286.165,20628.9310000003,0,1,0,1,"Artificial"
403,"Pardoo",0,"Tank"," ","WELLEQ","Tank",533,0,29159.7310000001,25717.4160000002,0,1,0,1,"Artificial"
404,"Pardoo",0,"Tank"," ","WELLEQ","Tank",533,0,32120.993,25080.6460000002,0,1,0,1,"Artificial"
405,"Pardoo",0,"Tank"," ","WELLEQ","Tank",533,0,29203.0960000001,29931.429,0,1,0,1,"Artificial"
406," ",0," "," ","WELLEQ"," ",530,2,11930.942,26874.0130000003,0,1,0,1,"Artificial"
407," ",0," "," ","WELLEQ"," ",753,0,10454.037,39960.3150000004,0,1,0,1,"Artificial"
408,"Pardoo",0,"Tank"," ","WELLEQ","Tank",758,0,69819.3130000001,44426.4810000001,0,1,0,1,"Artificial"
409,"Pardoo",0,"Tank"," ","WELLEQ","Tank",759,0,77648.419,41830.338,0,1,0,1,"Artificial"
410,"Pardoo",0,"Tank"," ","WELLEQ","Tank",757,0,63965.7480000001,44189.318,0,1,0,1,"Artificial"
411,"Pardoo",0,"Tank"," ","WELLEQ","Tank",755,0,58195.193,40987.074,0,1,0,1,"Artificial"
412,"Pardoo",0,"Tank"," ","WELLEQ","Tank",757,0,64266.7210000001,42753.7320000003,0,1,0,1,"Artificial"
413,"Pardoo",0," "," ","WELLEQ","Tank",614,0,53526.2680000002,37360.7420000001,0,1,0,1,"Artificial"
414,"Pardoo",0,"Tank"," ","WELLEQ","Tank",614,0,56194.6260000002,37691.639,0,1,0,1,"Artificial"
415,"Pardoo",0,"Tank"," ","WELLEQ","Dam",614,0,58297.7550000001,36853.872,0,1,0,1,"Artificial"
416,"Pardoo",0,"Tank"," ","WELLEQ","Tank",615,0,63764.216,37194.5870000003,0,1,0,1,"Artificial"
417,"Pardoo",0,"Tank"," ","WELLEQ","Tank",540,0,62855.7350000001,31513.0840000003,0,1,0,1,"Artificial"
418,"Pardoo",0,"Tank"," ","WELLEQ","Tank",539,0,59512.899,32031.3150000004,0,1,0,1,"Artificial"
419,"Pardoo",0,"Tank"," ","WELLEQ","Tank",539,0,55747.618,31936.8790000002,0,1,0,1,"Artificial"
420,"Pardoo",0,"Tank"," ","WELLEQ","Tank",612,0,47271.727,34763.7790000001,0,1,0,1,"Artificial"
421,"Pardoo",0,"Tank"," ","WELLEQ","Tank",612,0,47424.844,33208.3150000004,0,1,0,1,"Artificial"
422,"Pardoo",0,"Tank"," ","WELLEQ","Tank",613,0,51386.023,33180.3760000002,0,1,0,1,"Artificial"
423,"Pardoo",0,"Tank"," ","WELLEQ","Tank",612,0,44620.7680000002,32560.3230000003,0,1,0,1,"Artificial"
424,"Pardoo",0,"Tank"," ","WELLEQ","Tank",611,0,41057.6070000001,32106.4760000003,0,1,0,1,"Artificial"
425," ",0," "," ","WELLEQ"," ",608,0,26931.8330000001,35385.5380000002,0,1,0,1,"Artificial"
426," ",0," "," ","WELLEQ"," ",608,0,27435.1040000001,35717.932,0,1,0,1,"Artificial"
427,"Pardoo",0,"Tank"," ","WELLEQ","Tank",608,0,28199.071,32967.0180000002,0,1,0,1,"Artificial"
428,"Pardoo",0,"Tank"," ","WELLEQ","Tank",611,0,38038.5290000001,32780.409,0,1,0,1,"Artificial"
429,"Pardoo",0,"Tank"," ","WELLEQ","Tank",534,0,36530.1700000002,30350.8850000002,0,1,0,1,"Artificial"
430,"Pardoo",0,"Tank"," ","WELLEQ","Tank",536,0,38214.432,27804.8170000003,0,1,0,1,"Artificial"
431,"Pardoo",0,"Tank"," ","WELLEQ","Tank",537,0,45753.2140000002,26597.6520000002,0,1,0,1,"Artificial"
432,"Pardoo",0,"Tank"," ","WELLEQ","Tank",534,0,36570.72,25358.8290000004,0,1,0,1,"Artificial"
433,"Pardoo",0,"Tank"," ","WELLEQ","Tank",536,0,40505.1370000001,26568.8170000003,0,1,0,1,"Artificial"
434,"Pardoo",0,"Tank"," ","WELLEQ","Tank",461,0,42032.7480000001,24096.281,0,1,0,1,"Artificial"
435,"Pardoo",0,"Tank"," ","WELLEQ","Tank",459,0,36844.0480000002,19935.2180000003,0,1,0,1,"Artificial"
436,"Pardoo",0,"Tank"," ","WELLEQ","Tank",462,0,47326.1070000001,23976.4300000002,0,1,0,1,"Artificial"
437,"Pardoo",0,"Tank"," ","WELLEQ","Tank",538,0,50929.358,27082.2070000004,0,1,0,1,"Artificial"
438,"Pardoo",0,"Tank"," ","WELLEQ","Tank",539,0,55784.344,27438.1330000004,0,1,0,1,"Artificial"
439,"Pardoo",0,"Tank"," ","WELLEQ","Tank",539,0,57546.4030000002,27488.165,0,1,0,1,"Artificial"
440,"Pardoo",0,"Tank"," ","WELLEQ","Tank",463,0,51854.3940000001,24297.2910000002,0,1,0,1,"Artificial"
441,"Pardoo",0,"Tank"," ","WELLEQ","Tank",463,0,53409.8830000001,24492.2760000001,0,1,0,1,"Artificial"
442,"Pardoo",0,"Tank"," ","WELLEQ","Tank",465,0,60554.0010000002,27069.3870000001,0,1,0,1,"Artificial"
443,"Pardoo",0,"Tank"," ","WELLEQ","Tank",462,0,47702.4380000001,20843.6810000003,0,1,0,1,"Artificial"
444,"Pardoo",0,"Tank"," ","WELLEQ","Tank",392,0,75974.4440000001,18693.5190000003,0,1,0,1,"Artificial"
445,"Mandora",0," "," ","BORE"," ",1031,0,187222.355,82911.8960000002,0,1,0,1,"Artificial"
446,"Mandora",0," "," ","BORE"," ",1031,0,187524.684,82945.372,0,1,0,1,"Artificial"
447,"Mandora",0," "," ","BORE"," ",1029,0,175328.992,81848.4080000003,0,1,0,1,"Artificial"
448,"Mandora",0," "," ","BORE"," ",986,0,181852.57,78361.605,0,1,0,1,"Artificial"
449,"Mandora",0," "," ","BORE"," ",1031,0,185922.947,83002.1880000001,0,1,0,1,"Artificial"
450," ",0," "," ","BORE"," ",1423,0,285617.386,155014.632,0,1,0,1,"Artificial"
451,"Frazier Downs",0," "," ","BORE"," ",1603,0,252845.757,189471.176,0,1,0,1,"Artificial"
452,"Frazier Downs",0," "," ","BORE"," ",1600,0,237628.634,187536.767,0,1,0,1,"Artificial"
453,"Frazier Downs",0," "," ","BORE"," ",1601,0,241061.465,188104.266,0,1,0,1,"Artificial"
454,"Frazier Downs",0," "," ","BORE"," ",1626,0,242958.006,194372.142,0,1,0,1,"Artificial"
455,"Frazier Downs",0," "," ","BORE"," ",1650,0,236478.583,200796.1,0,1,0,1,"Artificial"
456,"Frazier Downs",0," "," ","BORE"," ",1743,0,257405.363,226937.141,0,1,0,1,"Artificial"
457,"Thangoo",0,"Tank"," ","BORE","Tank",1894,0,319801.928,278794.197,0,1,0,1,"Artificial"
458,"Thangoo",0,"Tank"," ","BORE","Tank",1844,0,312338.679,258392.685,0,1,0,1,"Artificial"
459,"Thangoo",0,"Tank"," ","BORE","Tank",1869,0,299938.771,262378.885,0,1,0,1,"Artificial"
460,"Thangoo",0,"Tank"," ","BORE","Tank",1844,0,312764.53,257974.264,0,1,0,1,"Artificial"
461,"Thangoo",0,"Tank"," ","BORE","Tank",1871,0,311467.055,264095.74,0,1,0,1,"Artificial"
462,"Thangoo",0,"Tank"," ","BORE","Tank",1893,0,313926.431,276029.9,0,1,0,1,"Artificial"
463,"Thangoo",0,"Tank"," ","BORE","Tank",1786,0,269641.918,234372.307,0,1,0,1,"Artificial"
464,"Thangoo",0,"Tank"," ","BORE","Tank",1786,0,268980.259,238537.827,0,1,0,1,"Artificial"
465," ",0," "," ","BORE"," ",1812,0,311005.176,246058.369,0,1,0,1,"Artificial"
466,"Thangoo",0,"Tank"," ","BORE","Tank",1840,0,294265.055,258960.941,0,1,0,1,"Artificial"
467,"Thangoo",0,"Tank"," ","BORE","Tank",1882,0,307346.098,267933.864,0,1,0,1,"Artificial"
468,"Thangoo",0,"Tank"," ","BORE","Tank",1843,0,304797.59,259383.244,0,1,0,1,"Artificial"
469,"Thangoo",0,"Tank"," ","BORE","Tank",1870,0,303991.338,262996.787,0,1,0,1,"Artificial"
470,"Roebuck",0,"Tank"," ","BORE","Tank",1933,1,349193.0104,295670.333,0,1,0,1,"Artificial"
471,"Roebuck",0,"Tank"," ","BORE","Tank",1956,1,326892.3217,306620.586,0,1,0,1,"Artificial"
472,"Roebuck",0,"Tank"," ","BORE","Tank",1958,1,343382.675,305801.813,0,1,0,1,"Artificial"
473,"Roebuck",0,"Tank"," ","BORE","Tank",1908,1,341346.9715,283925.194,0,1,0,1,"Artificial"
474,"Roebuck",0,"Tank"," ","BORE","Tank",1916,1,323296.699,287368.738,0,1,0,1,"Artificial"
475,"Roebuck",0,"Tank"," ","BORE","Tank",1941,1,317391.883,298205.736,0,1,0,1,"Artificial"
476,"Roebuck",0,"Tank"," ","BORE","Tank",1941,1,317460.357,298225.533,0,1,0,1,"Artificial"
477,"Roebuck",0,"Tank"," ","BORE","Tank",1941,1,319407.388,297949.394,0,1,0,1,"Artificial"
478,"Roebuck",0,"Tank"," ","BORE","Tank",1915,1,317746.27,287357.818,0,1,0,1,"Artificial"
479," ",0," "," ","BORE"," ",1964,1,297132.482,312814.237,0,1,0,1,"Artificial"
480," ",0," "," ","BORE"," ",1964,1,296242.65,311424.539,0,1,0,1,"Artificial"
481," ",0," "," ","BORE"," ",1962,1,291209.459,309268.023,0,1,0,1,"Artificial"
482," ",0," "," ","BORE"," ",1949,1,290871.457,302611.12,0,1,0,1,"Artificial"
483,"Shamrock",0,"Dam"," ","BORE","Dam",1723,0,271307.026,219912.187,0,1,0,2,"Artificial"
484,"Shamrock",0,"Dam"," ","BORE","Dam",1581,0,274322.921,182358.827,0,1,0,2,"Artificial"
485,"Shamrock",0,"Dam"," ","BORE","Dam",1631,0,269988.319,198322.002,0,1,0,2,"Artificial"
486,"Shamrock",0,"Dam"," ","BORE","Dam",1681,0,282974.502,207439.845,0,1,0,2,"Artificial"
487,"Shamrock",0,"Dam"," ","BORE","Dam",1680,0,274528.661,206803.987,0,1,0,2,"Artificial"
488,"Shamrock",0,"Dam"," ","BORE","Dam",1705,0,289199.564,215204.589,0,1,0,2,"Artificial"
489,"Shamrock",0,"Dam"," ","BORE","Dam",1747,0,281153.031,227201.424,0,1,0,2,"Artificial"
490,"Pardoo",0,"Tank"," ","BORE","Tank",534,0,35906.578,29183.4910000004,0,1,0,1,"Artificial"
491,"Mandora",0," "," ","BORE"," ",1027,0,164788.288,81907.2750000004,0,1,0,1,"Artificial"
492,"Mandora",0," "," ","BORE"," ",1027,0,165054.062,81697.9210000001,0,1,0,1,"Artificial"
493," ",0," "," ","BORE"," ",322,0,101944.078,14123.2920000004,0,1,0,1,"Artificial"
494," ",0," "," ","BORE"," ",322,0,101048.329,14272.0790000004,0,1,0,1,"Artificial"
495," ",0," "," ","BORE"," ",322,0,101296.279,13369.3450000002,0,1,0,1,"Artificial"
496," ",0," "," ","BORE"," ",303,0,3200.78200000012,9506.61300000036,0,1,0,1,"Artificial"
497," ",0," "," ","BORE"," ",303,0,5836.89000000013,8679.31000000006,0,1,0,1,"Artificial"
498," ",0," "," ","BORE"," ",304,0,7069.57200000016,7603.16200000001,0,1,0,1,"Artificial"
499," ",0," "," ","BORE"," ",303,0,6264.5560000001,6446.10800000001,0,1,0,1,"Artificial"
500," ",0," "," ","BORE"," ",303,0,5593.87700000009,5899.23800000036,0,1,0,1,"Artificial"
501," ",0," "," ","BORE"," ",606,0,18746.399,34348.5530000003,0,1,0,1,"Artificial"
502," ",0," "," ","BORE"," ",531,0,18686.6130000001,26335.8689999999,0,1,0,1,"Artificial"
503,"Pardoo",0,"Tank"," ","BORE","Tank",614,0,56343.351,34983.219,0,1,0,1,"Artificial"
504," ",0," "," ","DAM"," ",306,0,18648.794,5961.96600000001,0,1,0,1,"Artificial"
505," ",0," "," ","DAM"," ",531,0,19154.9450000001,26099.4710000004,0,1,0,1,"Artificial"
506," ",0," "," ","DAM"," ",606,0,18230.1130000001,34473.267,0,1,0,1,"Artificial"
507,"Nita Downs",0,"Tank"," ","DAM","Dam",1497,0,242500.737,162322.165,0,1,0,1,"Artificial"
508,"Frazier Downs",0," "," ","DAM"," ",1651,0,242706.947,201648.343,0,1,0,1,"Artificial"
509,"Shamrock",0,"Dam"," ","DAM","Dam",1631,0,270129.459,198866.896,0,1,0,2,"Artificial"
510,"Shamrock",0,"Dam"," ","DAM","Dam",1749,0,289881.743,225864.382,0,1,0,2,"Artificial"
511," ",0," "," ","DAM","Dam",1705,0,289086.206,215387.318,0,1,0,1,"Artificial"
512,"Shamrock",0,"Tank"," ","DAM","Tank",1725,0,280543.195,219845.885,0,1,0,1,"Artificial"
513,"Shamrock",0,"Dam"," ","DAM","Dam",1708,0,303621.185,214690.825,0,1,0,2,"Artificial"
514," ",0," "," ","DAM"," ",1661,0,300339.34,203588.576,0,1,0,1,"Artificial"
515,"Shamrock",0,"Dam"," ","DAM","Dam",1730,0,304315.458,224755.98,0,1,0,2,"Artificial"
516,"Shamrock",0,"Dam"," ","DAM","Dam",1610,0,295847.426,193640.502,0,1,0,2,"Artificial"
517,"Shamrock",0,"Dam"," ","DAM","Dam",1584,0,286734.323,188170.903,0,1,0,2,"Artificial"
518,"Shamrock",0,"Dam"," ","DAM","Dam",1606,0,272356.519,188024.443,0,1,0,2,"Artificial"
519,"Roebuck",0,"Dam"," ","DAM","Dam",1930,1,328842.3565,296962.946,0,1,0,2,"Artificial"
520,"Roebuck",0,"Tank"," ","DAM","Tank",1957,1,334156.3883,308357.26,0,1,0,1,"Artificial"
521,"Roebuck",0,"Dam"," ","DAM","Dam",1929,1,325113.67,293157.669,0,1,0,2,"Artificial"
522,"Roebuck",0,"Dam"," ","DAM","Dam",1929,1,322100.29,295664.58,0,1,0,2,"Artificial"
523,"Roebuck",0,"Dam"," ","DAM","Dam",1927,1,316050.793,291774.056,0,1,0,2,"Artificial"
524,"Roebuck",0,"Dam"," ","DAM","Dam",1941,1,319897.708,297575.49,0,1,0,2,"Artificial"
525,"Roebuck",0,"Dam"," ","DAM","Dam",1915,1,317817.036,287778.498,0,1,0,2,"Artificial"
526," ",0," "," ","DAM"," ",2014,1,341953.4504,329340.928,0,1,0,1,"Artificial"
527," ",0," "," ","DAM"," ",1964,1,296227.675,311385.089,0,1,0,1,"Artificial"
528,"Pardoo",0,"Chinamans Spring"," ",NA,"Chinamans Spri*",533,0,30872.686,30125.8760000002,0,0,158,1,"Natural"
529,"Pardoo",0,"Banangarra Spring"," ",NA,"Banangarra Spr*",611,0,37731.784,32733.7610000004,0,0,158,1,"Natural"
530,"Wallal Downs",0," "," ",NA,"Salt lake",819,0,85271.73,47860.1090000002,0,0,158,1,"Natural"
531,"Wallal Downs",0," "," ",NA,"Salt lake",819,0,85681.75,47734.0050000004,0,0,158,1,"Natural"
532,"Wallal Downs",0," "," ",NA,"Salt lake",820,0,85932.0620000002,48062.9270000001,0,0,158,1,"Natural"
533,"Anna Plains",0,"Mandora Marsh"," ",NA,"Mandora Marsh",997,0,237297.56,84169.557,0,0,158,1,"Natural"
534,"Anna Plains",0,"Mandorah Marsh"," ",NA,"Mandorah Marsh",999,0,243737.417,81374.8800000004,0,0,158,1,"Natural"
535,"Anna Plains",0,"Mandora Marsh"," ",NA,"Mandora Marsh",999,0,246393.248,84358.1100000003,0,0,158,1,"Natural"
536,"Anna Plains",0," Mannarie Marsh"," ",NA," Mannarie Marsh",1496,0,235060.501,161216.896,0,0,158,1,"Natural"
537,"Nita Downs",0," "," ",NA,"Spring",1335,0,286665.819,137017.627,0,0,158,1,"Natural"
538,"Nita Downs",0," "," ",NA,"Spring",1305,0,290989.713,130790.835,0,0,158,1,"Natural"
539,"Frazier Downs",0," "," ",NA," ",1700,0,261780.533,215779.849,0,0,158,1,"Natural"
540,"Frazier Downs",0," "," ",NA," ",1627,0,250702.371,194522.651,0,0,158,1,"Natural"
541,"Frazier Downs",0," Warreba Spring"," ",NA," Warreba Spring",1549,0,239375.551,175169.083,0,0,158,1,"Natural"
542,"Roebuck",0,"Lake Eda"," ",NA,"Lake Eda",1944,1,334665.9612,303000.889,0,0,158,1,"Natural"
543,"Roebuck",0,"Lake Eda"," ",NA,"Lake Eda",1944,1,335744.126,302927.735,0,0,158,1,"Natural"
544,"Wallal Downs",0,"Road bore"," "," ","Road bore",472,0,101036.396,30897.8030000003,0,1,0,1,"Artificial"
545,"Wallal Downs",0,"Road bore"," "," ","Road bore",822,0,99798.382,50312.7830000003,0,1,0,1,"Artificial"
546,"Wallal Downs",0,"Road bore"," "," ","Road bore",822,0,99841.4380000001,52171.3120000004,0,1,0,1,"Artificial"
547,"Wallal Downs",0,"Road bore"," "," ","Road bore",825,0,115510.735,55250.5150000001,0,1,0,1,"Artificial"
548,"Wallal Downs",0,"Road bore"," "," ","Road bore",881,0,129783.95,62411.5990000004,0,1,0,1,"Artificial"
549,"Wallal Downs",0,"Road bore"," "," ","Road bore",980,0,147198.035,71174.0290000001,0,1,0,1,"Artificial"
550,"Thangoo",0,"Road bore"," "," ","Road bore",1843,0,302785.946,257089.896,0,1,0,1,"Artificial"
551,"Thangoo",0,"Road bore"," "," ","Road bore",1843,0,307418.71,258283.207,0,1,0,1,"Artificial"
552,"Thangoo",0,"Road bore"," "," ","Road bore",1844,0,312895.253,260450.56,0,1,0,1,"Artificial"
553,"Thangoo",0,"Road bore"," "," ","Road bore",1873,0,319701.681,267486.797,0,1,0,1,"Artificial"
554,"Thangoo",0,"Road bore"," "," ","Road bore",1895,0,327240.6832,275206.398,0,1,0,1,"Artificial"
555,"Wallal Downs",0,"Tank"," ",NA,"Tank",820,0,88380.0860000001,53468.6870000004,0,1,0,1,"Artificial"
556,"Wallal Downs",0,"Tank"," ",NA,"Tank",821,0,91756.264,54319.0210000002,0,1,0,1,"Artificial"
557,"Wallal Downs",0,"Tank"," ",NA,"Tank",821,0,93931.746,56491.2400000002,0,1,0,1,"Artificial"
558,"Wallal Downs",0,"Tank"," ",NA,"Tank",822,0,96604.0460000001,56132.5210000002,0,1,0,1,"Artificial"
559,"Wallal Downs",0,"Tank"," ",NA,"Tank",878,0,117642.144,65495.2860000003,0,1,0,1,"Artificial"
560,"Wallal Downs",0,"Tank"," ",NA,"Tank",977,0,129952.214,71246.1400000001,0,1,0,1,"Artificial"
561,"Wallal Downs",0,"Tank"," ",NA,"Tank",885,0,154921.432,62061.3810000001,0,1,0,1,"Artificial"
562,"Wallal Downs",0,"Tank"," ",NA,"Tank",1026,0,155580.784,82106.7430000002,0,1,0,1,"Artificial"
563,"Nita Downs",0,"Dam"," ",NA,"Dam",1417,0,252286.188,151782.352,0,1,0,2,"Artificial"
564,"Nita Downs",0,"Dam"," ",NA,"Dam",1389,0,255614.172,147890.483,0,1,0,2,"Artificial"
565,"Nita Downs",0,"Dam"," ",NA,"Dam",1359,0,254475.316,143182.068,0,1,0,2,"Artificial"
566,"Anna Plains",0," "," Anna Plains Homestead","Dwelling"," ",1354,0,225155.571,142239.751,0,0,0,1,"Dwelling"
